FUNCTION	Actinobaculum schaalii FB123-CNA-2 AGWM01	Actinobaculum schaalii DSM 15541 AUBK01	Actinobaculum sp. oral taxon 183 str. F0552 AWSB01	Actinobaculum massiliae ACS-171-V-Col2 AGWL01	Actinobaculum urinale DSM 15805 ATUY01	Actinoalloteichus cyanogriseus JOAL01	Actinocatenispora sera JOEG01	Actinoalloteichus cyanogriseus DSM 43889 AUBJ01	Actinoalloteichus cyanogriseus JODV01	Actinokineospora enzanensis DSM 44649 ARFV01	
Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)	0	0	1	0	0	1	1	2	2	0	
Polyhydroxyalkanoic acid synthase	0	0	0	0	0	0	0	0	0	1	
Polyketide beta-ketoacyl synthase WhiE-KS	0	0	0	0	0	0	0	0	0	1	
Polyketide beta-ketoacyl synthase WhiE-KS paralog	0	0	0	0	0	1	0	1	1	4	
Polyketide chain length factor WhiE-CLF	0	0	0	0	0	0	0	0	0	1	
Polyketide chain length factor WhiE-CLF paralog	0	0	0	0	0	1	0	1	1	4	
Polyketide cyclase WhiE II	0	0	0	0	0	1	0	1	1	3	
Polyketide cyclase WhiE VII	0	0	0	0	0	1	0	1	1	3	
Polyketide hydroxylase WhiE VIII	0	0	0	0	0	0	0	0	0	3	
Polyphosphate glucokinase (EC 2.7.1.63)	1	1	1	1	1	1	1	1	1	1	
Polyphosphate kinase (EC 2.7.4.1)	1	1	0	1	0	1	1	1	1	1	
Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	1	1	1	1	1	1	1	1	1	1	
Polysaccharide deacetylase	0	0	0	0	0	0	2	0	0	0	
Porphobilinogen deaminase (EC 2.5.1.61)	0	0	0	0	0	2	1	2	2	1	
Porphobilinogen synthase (EC 4.2.1.24)	0	0	0	0	0	1	1	1	1	1	
Positive regulator of CheA protein activity (CheW)	0	0	0	0	0	0	0	0	0	2	
Possible alpha-xyloside ABC transporter, permease component	0	0	0	0	0	1	0	1	1	0	
Possible alpha-xyloside ABC transporter, substrate-binding component	0	0	0	0	0	1	0	0	1	0	
Potassium channel protein	0	0	0	0	0	2	2	2	2	1	
Potassium voltage-gated channel subfamily KQT	0	0	1	0	0	0	0	0	0	1	
Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)	0	0	0	0	0	1	1	1	1	1	
Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)	0	0	0	0	0	1	1	1	1	1	
Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)	0	0	0	0	0	1	1	1	1	1	
Precorrin-2 oxidase (EC 1.3.1.76)	0	0	0	0	0	1	1	1	1	1	
Precorrin-6A synthase (EC 2.1.1.152)	0	0	0	0	0	0	0	0	0	1	
Predicted ATPase related to phosphate starvation-inducible protein PhoH	0	0	0	0	0	1	1	1	1	1	
Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE	1	1	0	1	0	0	1	0	0	0	
Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF	1	1	0	1	0	0	1	0	0	0	
Predicted L-lactate dehydrogenase, hypothetical protein subunit YkgG	1	1	0	1	0	0	1	0	0	0	
Predicted N-acetyl-glucosamine kinase 2, ROK family (EC 2.7.1.59)	0	0	0	1	0	0	2	1	1	1	
Predicted cobalt transporter CbtA	0	0	0	0	0	0	0	0	0	1	
Predicted dye-decolorizing peroxidase (DyP), encapsulated subgroup	0	0	0	0	0	0	1	0	0	0	
Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type	1	1	1	1	1	0	1	0	0	1	
Predicted transcriptional regulator of 4-carboxymuconolactone decarboxylase, Rrf2 family	0	0	0	0	0	0	1	0	0	1	
Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family	1	2	0	0	0	1	2	1	1	3	
Predicted transcriptional regulator of pyridoxine metabolism	0	0	0	1	0	1	1	1	1	1	
Predicted transcriptional regulator of sulfate adenylyltransferase, Rrf2 family	0	0	0	0	0	0	1	0	0	1	
Prephenate dehydratase (EC 4.2.1.51)	1	1	1	1	1	1	1	1	1	1	
Preprotein translocase subunit SecE (TC 3.A.5.1.1)	1	1	1	1	1	0	1	1	1	1	
Preprotein translocase subunit SecG (TC 3.A.5.1.1)	1	1	1	1	1	1	1	1	1	1	
Prevent host death protein, Phd antitoxin	0	0	0	0	0	0	0	0	0	1	
Probable Co/Zn/Cd efflux system membrane fusion protein	0	0	0	0	0	0	0	0	0	1	
Probable GTPase related to EngC	1	1	0	0	0	0	1	0	0	0	
Probable acyl-CoA dehydrogenase (EC 1.3.99.3)	0	0	0	0	0	0	0	0	0	2	
Probable low-affinity inorganic phosphate transporter	1	1	1	1	1	0	2	0	0	1	
Programmed cell death antitoxin YdcD	0	0	0	0	0	0	1	0	0	0	
Programmed cell death toxin YdcE	0	0	0	0	0	0	1	0	0	1	
Prokaryotic ubiquitin-like protein Pup	0	0	1	1	1	1	1	1	1	1	
Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase)	0	0	1	0	0	2	1	2	2	1	
Proline iminopeptidase (EC 3.4.11.5)	1	1	0	1	0	1	3	1	1	3	
Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	1	1	1	1	1	1	1	1	1	1	
Prolyl endopeptidase (EC 3.4.21.26)	0	0	0	0	0	2	2	2	2	1	
Prolyl-tRNA synthetase (EC 6.1.1.15), archaeal/eukaryal type	0	0	0	0	0	0	1	0	0	0	
Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type	1	1	1	1	1	1	1	1	1	1	
Prophage Clp protease-like protein	0	0	0	2	2	0	1	0	0	0	
Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	1	1	1	1	1	2	1	2	2	1	
Proposed peptidoglycan lipid II flippase MurJ	2	2	2	2	2	1	2	2	2	1	
Proteasome subunit alpha (EC 3.4.25.1), bacterial	0	0	0	0	0	1	1	1	1	1	
Proteasome subunit beta (EC 3.4.25.1), bacterial	0	0	0	0	0	1	1	1	1	1	
Protein YidD	0	0	0	0	0	1	1	1	1	1	
Protein acetyltransferase	0	0	0	0	0	1	2	1	1	1	
Protein often found in Actinomycetes clustered with signal peptidase and/or RNaseHII	1	1	1	1	1	1	1	1	1	1	
Protein serine/threonine phosphatase PrpC, regulation of stationary phase	0	0	2	1	1	1	1	1	1	4	
Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	0	0	0	0	0	10	0	11	11	2	
Protein-N(5)-glutamine methyltransferase PrmC, methylates polypeptide chain release factors RF1 and RF2	1	3	1	1	1	3	3	3	3	5	
Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3)	0	0	0	0	0	0	0	0	0	1	
Protocatechuate 3,4-dioxygenase beta chain (EC 1.13.11.3)	0	0	0	0	0	0	0	0	0	1	
Protoporphyrinogen IX oxidase, aerobic, HemY (EC 1.3.3.4)	0	0	0	0	0	1	1	1	1	2	
Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)	0	0	0	0	0	0	1	0	0	0	
Pseudouridine-5' phosphatase (EC 3.1.3.-)	0	0	0	0	0	0	0	0	0	1	
Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	0	0	0	0	0	1	2	1	1	1	
Pullulanase (EC 3.2.1.41)	0	0	0	1	0	0	0	0	0	0	
Pup ligase PafA' paralog, possible component of postulated heterodimer PafA-PafA'	0	0	1	2	1	1	1	1	1	1	
Pup ligase PafA, possible component of postulated heterodimer PafA-PafA'	0	0	1	3	1	1	1	1	1	1	
Purine nucleoside phosphorylase (EC 2.4.2.1)	0	0	1	0	0	2	1	2	2	1	
Putative 3-hydroxyacyl-coa dehydrogenase	0	0	0	0	0	1	0	1	1	0	
Putative ABC iron siderophore transporter, fused permease and ATPase domains	0	0	0	0	0	3	4	4	4	0	
Putative CDP-glycosylpolyol phosphate:glycosylpolyol glycosylpolyolphosphotransferase	0	0	0	0	0	0	3	0	0	0	
Putative DNA-binding protein in cluster with Type I restriction-modification system	1	0	0	0	0	9	0	7	7	2	
Putative Holliday junction resolvase YggF	1	1	0	1	1	1	1	1	1	1	
Putative Nudix hydrolase YfcD (EC 3.6.-.-)	0	0	0	0	0	1	1	1	1	0	
Putative SigmaB asociated two-component system sensor protein	0	0	0	0	0	0	2	0	0	2	
Putative arylsulfatase regulatory protein	0	0	0	0	0	0	0	0	0	1	
Putative benzaldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.28)	0	0	0	0	0	0	0	0	0	1	
Putative deoxyribonuclease YcfH	1	1	1	1	1	1	1	1	1	1	
Putative deoxyribose-specific ABC transporter, permease protein	0	0	0	0	0	0	0	0	0	1	
Putative dihydroxyacetone kinase (EC 2.7.1.29), ADP-binding subunit	0	1	0	0	0	0	0	0	0	0	
Putative dihydroxyacetone kinase (EC 2.7.1.29), dihydroxyacetone binding subunit	0	1	0	0	0	0	0	0	0	0	
Putative formate dehydrogenase oxidoreductase protein	0	0	0	0	0	1	0	1	1	1	
Putative glucanase glgE (EC 3.2.1.-)	0	0	0	0	0	0	1	0	0	1	
Putative glutathione transporter, permease component	0	0	0	0	0	2	0	2	2	0	
Putative glutathione transporter,solute-binding component	0	0	0	0	0	1	0	1	1	0	
Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR	0	0	0	0	0	1	1	1	1	1	
Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2	1	1	1	1	1	1	1	1	1	1	
Putative major teichoic acid biosynthesis protein C	0	0	0	0	0	0	1	0	0	0	
Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family	0	0	0	0	0	1	0	1	1	1	
Putative oxidoreductase YncB	0	0	0	0	0	2	1	2	2	0	
Putative oxidoreductase in 4-hydroxyproline catabolic gene cluster	0	0	0	0	0	0	2	0	0	0	
Putative phosphatase YfbT	0	0	0	0	0	2	1	2	2	0	
Putative preQ0 transporter	1	1	1	1	1	0	0	0	0	0	
Putative predicted metal-dependent hydrolase	0	0	0	0	0	1	0	1	1	2	
Putative regulator of the mannose operon, ManO	0	0	0	0	0	0	1	1	1	1	
Putative sulfate permease	0	0	0	0	0	0	1	0	0	0	
Putative xylulose kinase (EC 2.7.1.17)	0	0	0	0	0	1	0	1	1	0	
Putrescine importer	0	0	0	0	0	0	1	0	0	1	
Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1)	0	0	0	0	1	0	0	0	0	0	
Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	0	0	0	0	0	0	0	1	1	0	
Putrescine transport system permease protein PotI (TC 3.A.1.11.2)	0	0	0	0	0	1	0	1	1	0	
Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	0	0	1	0	0	5	2	7	7	2	
Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)	0	0	0	0	0	1	1	1	1	1	
Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)	0	0	0	1	0	1	1	1	1	1	
Pyrimidine operon regulatory protein PyrR	0	0	1	0	0	1	1	1	1	1	
Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90)	1	1	1	1	1	0	0	0	0	0	
Pyrophosphate-energized proton pump (EC 3.6.1.1)	1	1	0	1	0	1	1	1	1	1	
Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	1	1	0	1	0	0	1	0	0	0	
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	1	1	1	1	1	1	1	1	1	1	
Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	1	1	1	1	1	1	1	1	1	1	
Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	0	0	0	0	0	1	2	2	2	3	
Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	0	0	0	0	0	2	2	2	2	2	
Pyruvate formate-lyase (EC 2.3.1.54)	2	3	2	2	2	1	0	1	1	0	
Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	1	2	1	1	1	0	0	0	0	0	
Pyruvate kinase (EC 2.7.1.40)	1	1	1	1	1	1	1	1	1	1	
Pyruvate oxidase (EC 1.2.3.3)	0	0	0	0	0	1	1	1	1	0	
Pyruvate oxidase [ubiquinone, cytochrome] (EC 1.2.2.2)	0	0	0	0	0	1	1	1	1	0	
Pyruvate,phosphate dikinase (EC 2.7.9.1)	1	1	1	1	1	0	1	0	0	1	
Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	0	0	0	0	0	1	2	1	1	1	
Quinolinate synthetase (EC 2.5.1.72)	0	0	0	0	0	1	1	1	1	1	
Quinone oxidoreductase (EC 1.6.5.5)	0	0	0	0	0	3	10	3	3	2	
RNA 3'-terminal phosphate cyclase (EC 6.5.1.4)	0	0	1	0	0	0	1	0	0	1	
RNA binding methyltransferase FtsJ like	1	1	1	1	1	0	1	1	1	1	
RNA polymerase sigma factor RpoD	1	1	1	1	1	1	4	1	1	1	
RNA polymerase sigma factor RpoE	0	0	0	0	0	2	0	2	2	0	
RNA polymerase sigma factor SigB	0	0	0	0	0	2	6	2	2	4	
RNA polymerase sigma factor for flagellar operon	0	0	0	0	0	1	0	0	0	2	
RNA polymerase sigma-54 factor RpoN	1	1	2	0	1	1	3	0	1	0	
RNA polymerase sigma-70 factor	0	0	1	1	0	7	7	6	5	9	
RNA-binding C-terminal domain PUA	1	1	0	1	1	1	1	1	1	1	
RNA-binding protein Jag	1	1	1	1	1	1	1	1	1	1	
Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB	0	0	0	0	0	0	0	0	0	1	
RecA protein	1	1	1	1	1	1	1	1	1	1	
RecA/RadA recombinase	0	0	0	0	0	1	0	1	1	1	
RecD-like DNA helicase YrrC	0	0	0	0	0	1	0	1	1	0	
Recombination protein RecR	1	1	1	1	1	1	1	1	1	1	
Redox-sensing transcriptional regulator QorR	0	0	0	0	0	0	0	0	0	1	
Redox-sensing transcriptional regulator QorR, putative	0	0	0	0	0	0	2	0	0	0	
Redox-sensitive transcriptional activator SoxR	0	0	0	0	0	1	2	2	2	1	
Redox-sensitive transcriptional regulator (AT-rich DNA-binding protein)	0	0	0	0	0	1	1	1	1	1	
Regulatory protein RecX	1	1	1	1	1	1	1	1	1	1	
RelE/StbE replicon stabilization toxin	0	0	0	0	0	0	1	0	0	0	
Replicative DNA helicase (DnaB) (EC 3.6.4.12)	0	0	0	0	0	0	1	0	0	0	
Repressor CsoR of the copZA operon	0	0	0	0	0	1	2	1	1	1	
Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	0	0	1	0	0	0	1	0	0	2	
Respiratory nitrate reductase beta chain (EC 1.7.99.4)	0	0	1	0	0	0	1	0	0	2	
Respiratory nitrate reductase delta chain (EC 1.7.99.4)	0	0	1	0	0	0	1	0	0	2	
Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	0	0	1	0	0	0	1	0	0	2	
Riboflavin kinase (EC 2.7.1.26)	1	1	1	1	1	1	1	1	1	1	
Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	0	0	0	0	0	1	1	1	1	1	
Riboflavin transporter PnuX	0	0	0	0	0	1	1	1	1	1	
Ribokinase (EC 2.7.1.15)	3	3	1	2	1	2	3	2	2	2	
Ribonuclease D (EC 3.1.26.3)	1	0	1	1	1	0	1	1	1	1	
Ribonuclease E (EC 3.1.26.12)	0	0	0	0	0	0	0	1	1	1	
Ribonuclease HI (EC 3.1.26.4)	1	1	1	1	1	0	1	0	0	1	
Ribonuclease HII (EC 3.1.26.4)	1	1	1	1	1	1	1	1	1	1	
Ribonuclease III (EC 3.1.26.3)	1	1	1	1	1	1	1	1	1	1	
Ribonuclease J2 (endoribonuclease in RNA processing)	1	1	1	1	1	1	1	1	1	1	
Ribonuclease P protein component (EC 3.1.26.5)	0	0	0	0	1	1	1	1	1	1	
Ribonuclease PH (EC 2.7.7.56)	1	1	1	1	1	1	1	1	1	1	
Ribonuclease Z (EC 3.1.26.11)	1	0	1	1	1	0	1	0	0	0	
Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	0	0	0	0	0	1	1	1	1	3	
Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)	1	1	1	1	1	0	0	0	0	0	
Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)	1	1	1	1	1	0	0	0	0	0	
Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	0	0	0	0	0	0	1	1	1	1	
Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	0	0	0	0	0	1	1	1	1	1	
Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)	1	1	1	1	1	0	0	0	0	0	
Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	2	2	1	2	1	0	0	0	0	0	
Ribonucleotide reductase transcriptional regulator NrdR	1	1	1	1	1	1	1	1	1	1	
Ribonucleotide reduction protein NrdI	1	1	1	1	1	0	0	0	0	0	
Ribose 5-phosphate isomerase B (EC 5.3.1.6)	1	1	2	2	2	3	1	3	3	1	
Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1)	2	2	0	0	0	4	1	4	4	1	
Ribose ABC transport system, high affinity permease RbsD (TC 3.A.1.2.1)	0	0	0	0	0	0	1	0	0	0	
Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	1	0	0	0	0	1	1	1	1	1	
Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)	2	3	1	0	0	4	2	5	5	1	
Ribose ABC transporter, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	0	0	0	0	0	2	0	2	2	0	
Ribose operon repressor	1	1	0	0	0	1	3	1	1	2	
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	1	1	1	1	1	1	2	1	1	2	
Ribosomal RNA large subunit methyltransferase A (EC 2.1.1.51)	0	0	0	0	0	1	1	1	1	1	
Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	0	0	1	0	0	1	1	1	1	1	
Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	1	1	1	1	1	1	1	1	1	1	
Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)	0	0	0	1	0	1	0	1	1	1	
Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)	1	1	1	1	1	1	1	1	1	1	
Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	1	1	1	1	1	1	1	1	1	1	
Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase	0	0	0	0	0	1	1	1	1	1	
Ribosomal protein S6 glutaminyl transferase	0	0	0	0	0	0	1	0	0	0	
Ribosomal subunit interface protein	1	1	1	1	1	1	1	1	1	1	
Ribosomal-protein-L7p-serine acetyltransferase	0	0	0	0	0	0	1	0	0	0	
Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)	1	1	1	1	1	1	1	1	1	1	
Ribosomal-protein-S5p-alanine acetyltransferase	0	0	0	0	0	2	1	1	1	2	
Ribosomal-protein-S5p-alanine acetyltransferase related proteins	0	0	0	0	0	0	2	0	0	0	
Ribosome protection-type tetracycline resistance related proteins	0	0	0	0	0	0	1	0	0	1	
Ribosome recycling factor	1	1	1	1	1	1	1	1	1	1	
Ribosome small subunit-stimulated GTPase EngC	1	1	1	1	1	1	2	1	1	1	
Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	1	1	1	1	0	0	0	0	0	0	
Ribosome-binding factor A	1	1	1	1	1	1	1	1	1	1	
Ribosyl nicotinamide transporter, PnuC-like	0	0	0	0	0	0	1	0	0	0	
Ribosylnicotinamide kinase (EC 2.7.1.22)	0	0	0	0	0	0	1	0	0	0	
Ribulokinase (EC 2.7.1.16)	0	1	0	0	1	0	0	0	0	0	
Ribulosamine/erythrulosamine 3-kinase potentially involved in protein deglycation	0	1	1	0	1	1	1	1	1	1	
Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	1	1	1	1	1	1	1	1	1	1	
Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	2	1	1	1	1	1	1	1	1	3	
Rrf2 family transcriptional regulator, group III	0	0	0	0	0	1	0	1	1	0	
RsbR, positive regulator of sigma-B	0	0	0	0	0	0	0	0	0	1	
RsbS, negative regulator of sigma-B	0	0	0	0	0	0	0	0	0	1	
S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	1	1	1	1	1	0	0	0	0	0	
S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B	0	0	0	0	0	0	0	0	0	2	
S-adenosylmethionine synthetase (EC 2.5.1.6)	1	1	1	3	2	1	1	1	1	1	
S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)	0	0	0	0	0	0	0	0	0	1	
S-nitrosomycothiol reductase MscR	0	0	0	0	0	1	1	1	1	1	
S-ribosylhomocysteine lyase (EC 4.4.1.21)	1	1	1	1	1	0	0	0	0	0	
SOS-response repressor and protease LexA (EC 3.4.21.88)	1	1	1	1	1	1	1	1	1	2	
SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)	1	1	1	1	1	1	2	1	1	1	
SSU ribosomal protein S10p (S20e)	0	0	1	1	1	0	1	1	1	1	
SSU ribosomal protein S11p (S14e)	0	0	1	1	1	0	1	1	1	1	
SSU ribosomal protein S12p (S23e)	1	1	1	1	1	1	1	1	1	1	
SSU ribosomal protein S13p (S18e)	0	0	1	1	1	0	1	1	1	1	
SSU ribosomal protein S14p (S29e)	0	0	2	1	1	0	1	2	2	1	
SSU ribosomal protein S14p (S29e), zinc-dependent	0	0	1	1	1	0	1	1	1	1	
SSU ribosomal protein S14p (S29e), zinc-independent	0	0	1	0	0	0	0	1	1	0	
SSU ribosomal protein S15p (S13e)	1	1	1	1	1	1	1	1	1	1	
SSU ribosomal protein S16p	1	1	1	1	1	1	1	1	1	1	
SSU ribosomal protein S17p (S11e)	0	0	1	1	1	0	1	1	1	1	
SSU ribosomal protein S18p	1	1	1	1	1	2	1	2	2	1	
SSU ribosomal protein S18p, zinc-dependent	0	0	0	0	0	0	0	1	1	1	
SSU ribosomal protein S18p, zinc-independent	0	0	1	1	1	0	1	1	1	0	
SSU ribosomal protein S19p (S15e)	0	0	1	1	1	0	1	1	1	1	
SSU ribosomal protein S1p	1	1	1	1	1	1	1	1	1	1	
SSU ribosomal protein S20p	0	0	1	1	1	0	1	1	1	1	
SSU ribosomal protein S2p (SAe)	1	1	1	1	1	1	1	1	1	1	
SSU ribosomal protein S3p (S3e)	0	0	1	1	1	0	1	1	1	2	
SSU ribosomal protein S4p (S9e)	1	1	1	1	1	1	1	1	1	1	
SSU ribosomal protein S5p (S2e)	1	1	1	1	1	0	1	1	1	1	
SSU ribosomal protein S6p	0	0	1	1	1	0	1	1	1	1	
SSU ribosomal protein S7p (S5e)	1	1	1	1	1	1	1	1	1	1	
SSU ribosomal protein S8p (S15Ae)	0	0	1	1	1	0	1	1	1	1	
SSU ribosomal protein S9p (S16e)	0	0	1	1	1	0	1	1	1	1	
Saccharopine dehydrogenase [NAD+, L-lysine-forming] (EC 1.5.1.7)	0	0	0	0	0	0	0	0	0	2	
Saccharopine dehydrogenase [NADP , L-glutamate-forming] (EC 1.5.1.10)	0	0	0	0	0	0	0	0	0	2	
Salicylate hydroxylase (EC 1.14.13.1)	0	0	0	0	0	5	7	6	6	7	
Sarcosine oxidase beta subunit (EC 1.5.3.1)	0	0	0	0	0	0	0	0	0	1	
Segregation and condensation protein A	1	1	0	1	1	1	1	1	1	1	
Segregation and condensation protein B	1	1	0	1	1	1	1	1	1	1	
Selenide,water dikinase (EC 2.7.9.3)	0	0	0	0	0	0	1	1	1	1	
Selenocysteine-specific translation elongation factor	0	0	0	0	0	0	1	0	0	1	
Sensor histidine kinase VncS	0	0	0	0	1	0	0	0	0	0	
Septum formation protein Maf	1	1	1	1	1	1	1	1	1	1	
Septum site-determining protein MinD	1	1	1	1	0	1	1	2	1	1	
Serine acetyltransferase (EC 2.3.1.30)	1	1	1	1	1	0	0	0	0	3	
Serine hydroxymethyltransferase (EC 2.1.2.1)	1	1	1	1	1	2	2	2	2	3	
Serine phosphatase RsbU, regulator of sigma subunit	1	1	1	1	1	3	3	3	3	12	
Serine--pyruvate aminotransferase (EC 2.6.1.51)	0	0	0	0	0	0	0	0	0	1	
Serine-protein kinase RsbW (EC 2.7.11.1)	0	0	0	0	0	1	2	1	1	4	
Serine/threonine protein kinase PrkC, regulator of stationary phase	2	2	3	1	1	2	2	2	2	4	
Seryl-tRNA synthetase (EC 6.1.1.11)	1	1	1	1	1	2	1	2	2	2	
Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	1	1	0	1	3	1	1	1	1	1	
Shikimate kinase I (EC 2.7.1.71)	1	1	2	1	1	1	1	1	1	1	
Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)	0	0	1	0	0	0	0	0	0	0	
Short-chain dehydrogenase/reductase SDR	0	0	0	0	0	5	6	4	5	4	
Short-chain dehydrogenase/reductase in hypothetical Actinobacterial gene cluster	0	0	0	0	0	0	0	0	0	1	
Sialic acid transporter (permease) NanT	0	0	1	0	0	0	0	0	0	1	
Sialic acid utilization regulator, RpiR family	0	0	0	0	0	0	0	0	0	1	
Sialidase (EC 3.2.1.18)	3	1	0	1	0	0	0	0	0	0	
Siderophore biosynthesis L-2,4-diaminobutyrate decarboxylase	0	0	0	0	0	3	1	3	3	1	
Siderophore biosynthesis diaminobutyrate--2-oxoglutarate aminotransferase (EC 2.6.1.76)	0	0	0	0	0	1	0	1	1	1	
Siderophore biosynthesis non-ribosomal peptide synthetase modules	0	0	0	0	0	4	0	6	5	0	
Siderophore biosynthesis protein, monooxygenase	0	0	0	0	0	1	1	2	1	0	
Siderophore synthetase component, ligase	0	0	0	0	0	2	1	2	2	0	
Siderophore synthetase large component, acetyltransferase	0	0	0	0	0	1	1	1	1	0	
Siderophore synthetase small component, acetyltransferase	0	0	0	0	0	2	1	2	2	0	
Signal peptidase I (EC 3.4.21.89)	1	1	1	1	1	1	2	1	1	7	
Signal peptidase-like protein	0	0	0	0	0	0	1	0	0	0	
Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	1	2	1	1	1	1	1	1	1	1	
Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	1	1	1	1	1	1	1	1	1	1	
Signal transduction histidine kinase CheA (EC 2.7.3.-)	0	0	0	0	0	0	0	0	0	1	
Similar to ribosomal large subunit pseudouridine synthase A	0	0	0	0	1	0	0	0	0	0	
Single-stranded DNA-binding protein	2	2	2	2	4	1	2	3	2	2	
Single-stranded exonuclease associated with Rad50/Mre11 complex	0	0	0	0	0	0	1	0	0	0	
Sirohydrochlorin ferrochelatase (EC 4.99.1.4)	0	0	0	0	0	2	2	2	2	2	
Site-specific recombinase XerD	0	0	0	0	0	1	2	1	1	3	
Sodium - Bile acid symporter	0	0	0	0	0	0	1	0	0	0	
Sorbitol operon transcription regulator	0	0	1	0	0	0	0	0	0	0	
Sortase A, LPXTG specific	1	2	0	1	2	0	0	0	0	0	
Spermidine N1-acetyltransferase (EC 2.3.1.57)	0	0	0	0	0	0	0	0	0	1	
Spermidine Putrescine ABC transporter permease component PotB (TC 3.A.1.11.1)	0	0	0	0	0	1	0	1	1	0	
Spermidine synthase (EC 2.5.1.16)	1	1	2	0	1	1	2	1	1	2	
Sporulation initiation inhibitor protein Soj	0	0	0	0	0	0	0	0	0	1	
